customer_id,gender,signup_date,customer_dob,customer_name,marital_status,customer_type,account_status,region,country,state,city,postal code,email,phone
1028,M,2025-04-17,1962-02-03,Randy Singh,single,prime,Active,EURopE,  gERMAnY  !,  BaVaRIA  ,muNich#,80331,,+65-165-2012
1029,Male,2023-12-01,1981-08-01,Micheal Almeida,single,prime,Active,EUroPe,GERMaNy,BerLin  ,  bErlin  !,10115#,MICHEAL@YAHOO.COM,+86-704-8065
1030,Male,2024-04-28,1965-05-01,Stacey Dixon,,,Suspended,  aFRIca  ,nIgerIA,  LaGos  ,iKeJa,100001,,+69-158-9325
1031,Female,2024-01-24,2002-09-24,Christopher Müller Yadav,m,prime,Inactive,afrIca,  NigEria  ,  ABujA  #,MaitAMA,900271@,,+66-342-4523
1032,m,2024-01-04,1973-04-29,Emily,M,prime,,  NoRth amERiCa  #,  UsA  ,CAlIForNIa,LOS aNGELES,90001, emily@hotmail.com ,+27-718-3252
1033,female,2024-09-05,2005-01-31,James Barber,M,prime,,  noRTh ameriCa  ,uSA$,  nEW yORK  ,nEw york,10001#,JAMES.BARBER@HOTMAIL.COM,+36-772-6898
1034,M,2025-05-14,1979-03-15,Brittany,single,non-prime,,  soUtH aMeRiCa  ,  BRAZIL  ,  São PaUlo  ,  sÃO PAulO  ,01000-000,,+75-715-4331
1035,f,2023-12-31,1994-10-02,Samuel Simpson,Single,non-prime,Suspended,SOuth amERica,BRaZiL,  rIo De janeIRo  !,  RIo de janEIrO  ,  20000-000  #,samuel.simpsonhotmail.com,+81-850-8403
1036,female,2024-04-07,1998-07-25,Derek Osborn,Single,,,  asia  ,inDIa,  KARNAtAkA  #,  BEngalURU  ,  560001  #,derek.osborn@hotmail.comm,+34-118-4127
1037,f,2025-04-08,,Sarah García,,non-prime,Active,  ASIa  $,INdIA$,  MahArASHtRA  ,mumBai,400001,sarah@hotmailcom,+46-509-1353
1038,M,2024-11-02,1991-02-26,William Wright,Married,non-prime,Inactive,ASIA,  JApAN  $,    TokyO    @,  SHiNJUKu  ,  1600022  #,william.wright@@yahoo.com,+13-646-1652
1039,female,2024-03-19,1955-08-12,Sara Perez,single,prime,,  aSia  ,JAPAn,osaKa,  kITA  ,5300001,saraperez@yahoocom,+25-462-1545
1040,female,2025-06-27,1980-09-29,Kevin Stout Singh,m,non-prime,,eURoPe#,  gErMANY  $,  bAvaRIA  @,Munich,80331#,,+32-650-9325
1041,Female,2024-11-27,1969-03-23,Tyler Olsen,single,non-prime,Active,eUrOpE,  geRMAnY  !,  bErLIn  ,bErlIN,10115,tylerolsen@yahoocom,+29-274-7640
1042,Male,2025-01-11,1979-04-19,Edward,s,non-prime,,afrICa,nigeRia,  lagoS  ,  ikeja  #,100001,,+58-238-2621
1043,other,2025-01-20,2002-04-23,Deborah Wood,Married,non-prime,,AfrIcA$,niGEria,  Abuja  ,MaitAMa$,900271,,+32-122-3775
1044,Male,2024-01-24,2004-01-20,Kristen Galloway,M,prime,Active,NorTH AMeRICa,  uSA  ,CalIFORnIA,LOS aNgELES,90001,,+18-243-1435
1045,male,2025-01-16,2005-11-14,Kyle Jordan,married,,Active,NOrtH americA,USa,nEw YoRK@,NEw yoRk,10001#,kyle.jordan@@gmail.com,+79-588-1944
1046,F,2025-01-03,1986-10-24,Bryan,single,non-prime,Active,SouTH AmERICA,  BrAzIl  ,sÃo paUlO$,são PaULo$,  01000-000  !,bryan@hotmail.comm,+14-985-4456
1047,Female,2024-01-29,1955-12-02,Greg Davis,M,non-prime,,  SOUTH amErICA  ,bRAzIL,  rIO DE jANEirO  ,rIO de JanEIRo,  20000-000  $,,+52-494-2281
1048,,2023-12-06,1997-11-03,Amy Hawkins,M,prime,,asIa,  InDia  ,KARNATAkA#,  beNgaLurU  $,  560001  #, amy.hawkins@hotmail.com ,+43-181-4984
1049,other,2025-06-04,1984-07-08,Catherine Robinson,married,prime,,ASIa,inDia,MaHarASHTrA,MumBaI,400001,catherinerobinson@yahoocom,+44-963-8128
1050,Other,2025-07-10,1985-06-20,Sheryl Thompson,Married,non-prime,Inactive,asIa,JapAN,    TokyO    @,  SHiNJUKu  ,1600022,,+20-384-3938
1051,M,2025-01-08,1990-09-23,Kimberly Price García,married,non-prime,,ASiA$,jApAn!,OsaKa$,Kita,5300001,kimberlyprice@yahoocom,+91-732-9141
1052,m,2025-03-14,2006-12-23,Nicole Day Chen,single,non-prime,,EurOpe#,geRmAny!,  BaVaria  @,muniCH,80331,NICOLE.DAY@YAHOO.COM,+43-577-8262
1053,Male,2023-08-22,2001-02-01,Michael Brown,married,non-prime,Suspended,EUROpE@,  GermANy  ,  bErLIn  ,bErlIN,10115,,+89-616-7783
1054,Male,2023-07-16,1970-11-20,Nancy Warren,,prime,,AFrIcA,  Nigeria  @,  lagoS  ,  ikeja  ,100001,nancy.warrengmail.com,+48-880-8591
1055,M,2024-05-25,2001-07-03,Suzanne Rivera García,single,prime,Inactive,AFrICA,  NiGeriA  ,  AbUja  @!,@#  MaItAmA  ,900271!,,+81-162-8124
1056,m,2024-12-31,1981-06-10,Rodney Bennett,single,prime,Active,  north AmEriCa  ,uSA,cALiFoRnIA,LOS aNgELES,90001@,rodney.bennett@@gmail.com,+39-437-1076
1057,M,2024-02-01,1961-11-29,Randall Anderson,s,prime,Active,NOrth America,Usa,neW yoRk,neW yoRk,10001$,,+80-770-3591
1058,female,2025-02-05,1964-03-30,Jennifer Blackwell,M,non-prime,,  sOUth AMERicA  ,brazIL$,SÃO PAULO,  sÃO PAUlo  ,  01000-000  #,jennifer.blackwell@gmail.comm,+78-775-4697
1059,Male,2024-05-11,1980-05-22,Randy Bates,Married,non-prime,Suspended,soUTH aMeRICa,  BRaZiL  ,  rio de JAnEiRo  ,rIO dE JAneiro$,  20000-000  ,,+44-644-5547
1060,f,2024-05-26,1989-10-13,Edgar Brown,single,prime,Suspended,asia,inDIa@,  karNAtAkA  ,    BEngalURU    $,560001,edgar.browngmail.com,+24-482-5803
1061,f,2024-11-24,1980-10-19,Lisa,single,non-prime,Suspended,asiA@,inDia,  mAhArashtRA  ,mumBAI,400001,,+29-268-8857
1062,M,2025-02-06,1955-12-15,Luis Cole,single,non-prime,Active,asiA,  JApaN  @,  TokyO  ,  shiNjukU  ,  1600022  @,LUIS.COLE@HOTMAIL.COM,+50-822-3235
1063,,2023-10-24,,Elijah Williams,married,prime,Suspended,aSIa,jApAN@,OSakA,  KiTa  ,5300001,elijahwilliams@yahoocom,+81-771-2824
1064,M,2023-12-28,1977-07-05,Danielle Marquez,Single,prime,Suspended,  eUrOPE  ,geRMany,  baVaria  ,munIch,80331,danielle.marquez@@hotmail.com,+6-626-2008
1065,,2024-07-10,1971-04-01,Brooke Cruz,s,non-prime,Inactive,euRoPE@,gErmAnY,  bErLIn  ,bErlIN,10115,brooke.cruz@@hotmail.com,+75-862-1595
1066,,2025-04-25,1959-01-09,Bianca,s,non-prime,Suspended,  AfrIcA  ,nIgeRIA,LAgOs!,  iKeja  #,100001,bianca@yahoocom,+68-838-4532
1067,M,2024-11-12,1986-06-26,Terry Silva,M,prime,,aFricA#,nIgErIa,ABUja,maitama,900271$, terry.silva@yahoo.com ,+39-534-5681
1068,,2024-09-29,1966-11-26,Diana,,prime,Active,  noRTh AMERIcA  ,  usA  #,cALiFoRnIA,LOS aNgELES,90001,dianagmail.com,+82-227-7946
1069,Male,2024-04-13,1995-07-20,Alejandro,s,prime,Suspended,noRTh amErICa,  usA  ,New yORK,New yORK,10001, alejandro@hotmail.com ,+77-278-4924
1070,f,2023-08-13,1973-02-04,Mrs. Lisa Garza,single,prime,Suspended,  SOuTh amERica  ,brAzIl@,  SÃo PauLO  ,  sÃo pAulO  ,01000-000,,+31-425-7883
1071,,2024-03-29,1979-06-28,Olivia Ellis,single,non-prime,Inactive,soUTh AmERiCA,  braZiL  ,RIo dE JanEirO,RIo dE JanEirO,  20000-000  ,olivia.ellis@@gmail.com,+24-220-1850
1072,male,2025-04-02,1963-04-11,Sarah Mueller,,non-prime,Active,  Asia  #,iNdiA!,kARnataKA,  BENGALuru  !,560001,sarah.mueller@@yahoo.com,+74-745-9170
1073,other,2023-10-15,1958-05-09,Ashley Jones,single,prime,Active,  AsiA  ,  India  ,  MahAraShTRa  #,Mumbai@,400001, ashley.jones@yahoo.com ,+66-790-7886
1074,other,2024-07-11,1974-02-17,Christina Reese García,single,prime,Suspended,ASIA!,  jAPAn  ,TOKYO#,  shINJukU  ,1600022,christinareese@gmailcom,+6-891-4568
1075,other,2024-05-14,1997-10-05,Leslie Valencia,s,,Inactive,asIA#,  JapAN  ,osaka,KitA@,5300001,LESLIE.VALENCIA@YAHOO.COM,+67-989-5150
1076,F,2025-06-13,2004-05-27,Elizabeth Almeida,single,prime,Suspended,EuROpE,gErMAny!,  baVaria  ,Munich!,80331,elizabeth@hotmail.comm,+65-222-9990
1077,Male,2024-08-04,1974-12-17,Perry Jordan,,non-prime,,EuRoPe,  GermaNY  $,BeRLIn,berlin,10115,perry.jordan@hotmail.comm,+45-599-6879
1078,,2024-05-04,1997-07-20,Emily Duarte Smith,Married,prime,Inactive,AFRICa,  nIgEria  !,laGOS,IkejA,100001,,+55-812-6751
1079,m,2023-11-12,1975-03-09,Jacob Hamilton,single,non-prime,Suspended,  AfrICa  ,  nigErIA  ,abuJa$,  MAITaMA  !,  900271  !,jacob.hamilton@@hotmail.com,+76-652-7137
1080,Male,2024-12-11,1958-08-06,Sarah Ramirez,s,,,north AmERICa,USa#,cALiFoRnIA,LOS aNgELES,90001,,+91-942-5890
1081,M,2023-10-15,1995-04-20,Brian,Single,prime,,NoRth amEriCA,uSa,NEw yOrk@,nEw YOrk#,10001,brian@@hotmail.com,+7-626-5976
1082,female,2024-09-16,1977-09-19,Douglas Hardy Chen,M,,Active,  SoUTh AMerIcA  !,brAzIL,  SãO pAULO  #,  sÃo PAULo  ,  01000-000  ,DOUGLAS.HARDY@HOTMAIL.COM,+68-204-2154
1083,Female,2025-04-04,1971-06-25,Erin Lee García,,non-prime,Suspended,  SOutH aMEricA  #,  braZIL  ,rio DE JaNeiro,rio DE JaNeiro,20000-000,erin.lee@gmail.comm,+9-773-7466
1084,Male,2024-11-15,,John Smith,M,,Active,aSiA,IndIA,  KARNATAka  ,  BEngalURU  ,  560001  @,john.smith@gmail.comm,+7-957-5417
1085,M,2024-02-17,1971-06-03,Roger Olson,Single,prime,Inactive,ASIA,INdia,  MAHaRAshtrA  ,  MUMBAI  ,400001,roger.olson@gmail.comm,+75-489-2286
1086,Male,2024-07-01,1973-04-22,Jenny,,prime,Suspended,AsiA$,JapAN,    TokyO    @,  SHiNJUKu  ,1600022,JENNY@GMAIL.COM,+91-428-2787
1087,other,2024-03-20,1993-01-07,Lawrence Mitchell,,non-prime,Active,AsIA,  japAn  ,  oSAKa  ,kITa,5300001,lawrence.mitchellhotmail.com,+86-553-1847
1088,m,2024-05-28,1977-11-28,Amanda Hunt,single,,,eUrOPe,  gERMaNY  ,  BaVaria  ,MuNich,80331,,+88-460-9501
1089,Male,2024-11-23,2001-12-24,Katherine Gardner,s,prime,Suspended,  EuropE  ,  gErmANy  $,BeRlIN,BErlin,10115,,+47-320-9806
1090,Other,2024-10-07,1987-12-22,Andrew,married,non-prime,Active,  aFRICa  ,NigERIA,  lagoS  ,IkEjA@,100001, andrew@gmail.com ,+25-853-1724
1091,Female,2025-06-09,1972-03-30,Michael Perkins,Single,non-prime,Inactive,AfRica,NIGeria,abuJa$,mAItAMA,900271,,+93-735-1017
1092,,2023-12-28,1989-04-23,Matthew Hayes Lee Yadav,Married,non-prime,Suspended,  NorTH aMErICa  !,USa,cALiFoRnIA,LOS aNgELES,90001,matthew.hayes@yahoo.comm,+7-479-2232
1093,,2023-08-20,1955-04-17,Adam,Single,non-prime,,NoRTh amEriCa,usa,NEw yORK,NEw yORK,10001,adamyahoo.com,+39-792-3158
1094,other,2025-07-04,1968-06-16,Tara Turner Müller Ali,Married,non-prime,,sOUTh aMErICA,BrAzIL,  SãO pAULO  #,  sÃo PAULo  ,  01000-000  ,tara.turner@yahoo.comm,+45-100-8723
1095,f,2024-12-20,1980-03-18,Mark Farley,Single,prime,Inactive,  SoUTh aMericA  ,BRaZIL,rio DE JaNeiro,rio DE JaNeiro,20000-000#,,+69-492-1035
1096,Other,2025-03-19,1970-04-14,Jonathan Rivas,single,prime,Suspended,asia,iNdia,kaRnATAKA!,bEngaLUrU@,560001,jonathan.rivas@yahoo.comm,+23-107-2595
1097,m,2025-02-27,1974-06-06,Natalie Mitchell,Married,non-prime,Active,  ASIA  ,  INdIA  ,MahArasHtRa,mUMbAi!,400001,natalie.mitchellgmail.com,+47-970-1565
1098,M,2024-09-04,1997-08-01,Michael,married,non-prime,,  aSIA  $,  JaPan  ,    TokyO    @,  SHiNJUKu  ,1600022,michael@hotmail.comm,+1-652-6838
1099,other,2024-09-10,1981-05-28,Caitlin Lindsey García,Married,prime,Active,AsIa,jaPaN,  oSAKa  ,KITA,5300001,caitlin.lindsey@gmail.comm,+66-888-4290
1100,m,2024-11-19,1961-02-06,Sabrina Robinson,Single,non-prime,,eUROPE,  gERmANY  ,bAVaria,MuNich,80331,,+6-733-4338
1101,male,2024-05-09,1980-01-16,Cheryl Smith,Married,prime,,EurOPe#,  gErMaNY  !,bErLiN$,BeRLiN,10115!,CHERYL.SMITH@YAHOO.COM,+29-450-7342
1102,M,2024-07-25,2006-03-08,Jeffrey Lawrence Almeida,married,non-prime,,aFrica,nIgErIA#,  laGOs  ,ikejA,100001,JEFFREY.LAWRENCE@YAHOO.COM,+76-197-8829
1103,f,2025-05-13,2000-06-24,Karen,s,non-prime,Active,AFRica,nigEria,abUja$,  mAITAMa  ,900271,karengmail.com,+42-257-4434
1104,male,2024-06-08,1961-12-28,Taylor Wallace,single,non-prime,Inactive,  NortH AmEriCa  #,USa,CAliFORNIA,  lOs aNgELeS  @,90001#,taylor.wallace@hotmail.comm,+13-137-8042
1105,female,2023-11-17,,Tracy Jones Chen,m,prime,,  norTh aMErICa  $,usA,nEw YoRK@,NEw yoRk,10001,TRACY.JONES@YAHOO.COM,+16-377-9118
1106,Other,2023-09-18,1972-05-30,William Jacobs,,prime,Active,souTh AMeRICa#,  bRaZiL  ,são PauLO,são PauLO,01000-000#,william.jacobs@@gmail.com,+5-815-1488
1107,female,2024-10-07,1982-08-26,Mary,m,prime,,SOuTH AMERica,  brazIl  ,RIO dE JANeIrO,RIO dE JANeIrO,  20000-000  #,MARY@HOTMAIL.COM,+40-787-7907
1108,Other,2025-05-11,1987-03-22,Andrew Harris,Married,,Inactive,  ASIA  $,IndiA,  KARnAtakA  $,bEnGaLUru@,560001,,+64-126-7066
1109,Female,2023-11-17,1971-05-05,Chelsea Wells,single,non-prime,Suspended,  asia  ,INdiA,MahArasHtRa,  MUmbAi  !,  400001  @,chelsea.wells@@yahoo.com,+15-762-8444
1110,Other,2024-10-20,1989-12-31,Jennifer Garrett,married,prime,Inactive,Asia,  JapAn  ,  tOKyo  ,  ShiNjuKU  ,1600022,jennifer.garrett@gmail.comm,+78-828-6400
1111,Female,2025-06-26,1975-07-01,Raymond Reynolds,m,prime,Active,AsIA,jaPan,osAka,  KiTa  ,5300001,,+67-662-6145
1112,,2024-07-27,1977-10-30,Julie,s,prime,,EuRopE,gERmany,BaVARIA,MunIch,80331,julie@hotmail.comm,+48-429-7942
1113,Male,2025-07-01,1976-08-03,Lisa Brown Singh,m,prime,,  europE  !,GeRMAny,beRLIN,  BERlIn  $,10115!,lisa.brown@@hotmail.com,+76-583-9770
1114,M,2025-01-25,2003-09-17,Kylie Bailey Almeida,single,non-prime,Active,afRiCa,nIGEria,LaGOs$,ikeJA!,  100001  $,kylie.baileyyahoo.com,+43-903-5979
1115,Male,2023-09-06,1971-09-18,Margaret Harris,m,non-prime,Inactive,AfRica,nIgErIa$,  abUJa  ,  mAITAMa  ,900271,,+2-941-6340
1116,M,2024-07-17,1984-04-11,James Pierce,m,prime,Active,noRTH aMERicA@,  uSA  $,caLiForNIa@,Los ANGeLes$,90001,,+13-711-6308
1117,m,2024-03-31,1997-01-06,Bryan,single,prime,,  noRth aMERICa  $,  USA  ,NeW yoRK,New YOrK$,10001, bryan@yahoo.com ,+68-324-7310
1118,other,2023-07-26,1965-06-11,Diane Allen,s,non-prime,,SoUTH America!,  BrAzIL  ,SÃo PAulO,sãO PaulO,01000-000,diane.allen@@gmail.com,+42-621-2140
1119,M,2024-06-15,1993-12-21,Patrick Irwin,married,prime,Active,SOuTh amErICa,BraZIL,  RIo De JAneIro  $,rIo dE jANEIRo,20000-000, patrick.irwin@yahoo.com ,+7-656-7947
1120,other,2024-08-10,1996-06-03,Sarah,m,non-prime,Suspended,  ASia  ,IndiA,KARNATAKa,bengaluru,  560001  @,sarah@gmail.comm,+21-166-8881
1121,F,2023-07-31,2001-03-30,Jeremy Harris,Married,non-prime,Inactive,AsIa,iNDia,MahArasHtRa,  MUmBAi  $,400001,jeremy.harrisgmail.com,+52-307-6435
1122,Other,2024-04-22,1972-03-18,Dana Wolfe Smith,M,prime,,  asiA  $,JapaN,tokyO,shINjUKu,1600022,DANA.WOLFE@YAHOO.COM,+48-682-8434
1123,Male,2023-11-05,1974-06-24,Christopher,M,,Suspended,  asIa  ,  JAPan  #,osaka,KitA@,5300001, christopher@hotmail.com ,+50-577-5542
1124,Male,2023-07-26,1967-10-29,Jeffrey,single,prime,,  EuRopE  $,GErMaNY,BaVARIA,  munICH  #,  80331  !, jeffrey@gmail.com ,+36-656-9294
1125,m,2024-08-05,1988-11-10,Angela Mejia Yadav Ali,M,non-prime,,EUrOPe$,GERMAnY,beRlIn,berLIN,10115#,angela.mejia@yahoo.comm,+22-530-1116
1126,F,2023-09-03,,Jennifer Jackson,M,prime,,  aFrICa  ,NIGerIA$,LAgos!,IkejA,  100001  #,jennifer.jackson@yahoo.comm,+59-338-6179
1127,m,2023-12-20,1959-07-11,Dustin Rice,single,prime,Inactive,AfricA!,  nigERiA  ,AbuJa,  MaiTama  $,900271,dustinrice@yahoocom,+30-327-7976
1128,other,2024-03-13,1987-09-07,Holly,m,prime,,NoRth aMeRIcA@,UsA@,CAliFORnia#,  LOS aNgeLes  ,90001,,+79-865-7941
1129,Female,2023-10-22,1982-10-28,Alan Chen,single,prime,Inactive,nOrTH AMERiCA,USa,nEw YoRK@,NEw yoRk,10001,alan@@hotmail.com,+44-290-3614
1130,Female,2025-06-18,1980-10-31,Danielle Thomas,M,non-prime,Inactive,  SOuTh AmeRiCa  ,  BRaZil  @,São PaULO,SÃo pauLO,01000-000$,danielle.thomas@hotmail.comm,+70-675-8641
1131,F,2024-04-11,1977-01-31,Shelby,single,prime,Inactive,  SouTH aMERIca  !,  brAZil  ,  Rio DE jANeIRO  ,Rio de janEIRO#,20000-000,,+84-352-4774
1132,F,2025-03-26,1989-09-17,Thomas Martin,single,,Suspended,aSIA#,INDiA,kArNAtaKA#,bEnGaLUrU#,  560001  $,,+41-718-7690
1133,female,2024-05-06,1973-04-18,Sophia Blake Chen,single,prime,Inactive,AsiA,indIA#,maHAraShtrA,mumbai@#,400001,SOPHIA.BLAKE@YAHOO.COM,+4-956-2761
1134,Other,2023-10-09,1959-12-21,Andrew,married,prime,,  AsIa  $,japAN,TOkyO@,ShInjukU,1600022,andrew@gmail.comm,+20-138-5137
1135,female,2024-03-02,1988-06-23,Robin Cooper,single,prime,Suspended,  ASia  !,  JapaN  ,osaka,KitA@,5300001$,robin.cooper@hotmail.comm,+75-388-8412
1136,f,2024-03-26,1974-11-18,Wendy Williams,m,non-prime,,EUROpE!,  gErmAnY  ,BaVArIa,muNiCH,80331, wendy.williams@hotmail.com ,+20-509-7528
1137,m,2023-12-26,1982-02-10,Christopher Olson,single,non-prime,,EuroPE#,gErmANy$,  bErLIn  ,bErlIN,  10115  $,,+54-883-6283
1138,female,2024-07-12,1966-08-12,David,single,prime,,afRICA,nIGeriA,  lAGos  ,ikeja@#,100001, david@gmail.com ,+79-901-4703
1139,male,2025-03-17,1966-02-03,Eddie Bridges,M,,,  AfRiCa  @,NigeRIa$,AbUJA,  MaiTama  $,900271,eddie.bridges@hotmail.comm,+24-558-7919
1140,F,2025-01-02,1986-09-11,Samantha Henry,single,,Active,NOrTh aMeRICA,  USa  #,cALiFoRnIA,LOS aNgELES,90001!,SAMANTHA.HENRY@YAHOO.COM,+91-972-5724
1141,,2023-11-05,2003-09-18,Heather Hicks,Single,prime,,  noRtH amEriCA  #,  USA  ,  new YOrK  #,  new YOrK  #,10001,heather.hicks@yahoo.comm,+50-324-1918
1142,Female,2024-05-10,1967-03-24,Randy Watts Chen,Single,non-prime,Suspended,  sOuTH AMERiCa  ,  braZil  @,São PAUlO,São PAUlO,01000-000,randy.wattshotmail.com,+47-951-5782
1143,f,2025-05-29,1964-01-30,Julie Levy,Single,non-prime,Inactive,  soUth AmeRICA  !,bRAZil$,Rio De JanEiRO$,Rio De JanEiRO$,  20000-000  ,julielevy@hotmailcom,+12-306-1958
1144,f,2024-02-10,1990-08-27,Larry Krueger,single,prime,,ASia!,INdIa,kArNAtaKA#,bEnGaLUrU#,  560001  #,larrykrueger@gmailcom,+97-873-8689
1145,,2024-01-08,1975-12-23,Joseph Garza,,prime,Active,Asia,INdIA,MaharashTRA,muMbaI,400001,joseph.garza@@hotmail.com,+33-289-1733
1146,,2024-08-31,1991-09-21,Courtney Baker Singh,m,,,  asiA  ,jAPaN,    TokyO    @,  SHiNJUKu  ,1600022@,courtneybaker@hotmailcom,+79-382-8100
1147,Male,2024-09-08,,Alexis Oneill,Single,non-prime,,aSIA#,  japan  ,osaka,KitA@,5300001,alexis.oneill@@hotmail.com,+42-552-9895
1148,m,2023-11-10,1962-10-17,Michael Yadav Fernandez,M,,,  EuroPe  $,  GErMany  ,bAVariA,munICH,80331,michael@hotmail.comm,+72-765-1020
1149,female,2024-01-23,2003-11-20,April Allen,single,prime,Inactive,Europe@,  germaNy  ,  BeRliN  !,BerLin  ,10115, april.allen@yahoo.com ,+93-116-1829
1150,,2024-08-31,1967-09-29,Thomas Brock,M,non-prime,Inactive,aFriCa,nIGeRIA,Lagos,ikeja,100001,THOMAS.BROCK@GMAIL.COM,+39-351-8903
1151,female,2024-05-08,1976-06-15,Tim Welch Singh,,,Active,  AfRica  ,nigeRIA,  abUJA  $,  mAiTAMA  ,900271@, tim.welch@gmail.com ,+72-334-8992
